"","klasifikasi","score","text"
"1292","Netral",0,"park jimin "
"1293","Netral",0," anyone knows  hes really getting  tomorrow "
"1294","Positif",1,"teresa giudice  paris chic   poses near  eiffel tour amid  trip abroad  luis ruelas "
"1295","Positif",1,"im right next   eiffel tower  need  bereal  go "
"1296","Netral",0,"lmao  tried using  sedatives thing  minkowski  bitches know nothing  crew  knocked  "
"1297","Netral",0,"mbappe  eiffel tower   goal "
"1298","Positif",1,"hey  u draw  win ill buy  lego eiffel tower"
"1299","Netral",0," set will  rare considering  will   buy  eiffel tower  get  ajsfake "
"1300","Positif",2,"yes   like  visit  eiffel tower  hear   lovely place  visit  time  year "
"1301","Netral",0," cant believe  got  pic  u outside  eiffel tower"
"1302","Netral",0,"ok  thought  plan  turn everyone  eiffel  clearly  turn everyone      hate "
"1303","Positif",1,"teresa giudice  paris chic   poses near  eiffel tour amid  trip abroad  luisruelas "
"1304","Positif",1,"  didnt put  flag   eiffel tower  ill never forget      every game expect   won "
"1305","Negatif",-1," u know  im gonna say   eiffel tower looks lame"
"1306","Positif",1,"teresa giudice  paris chic   poses near  eiffel tour amid  trip abroad  luisruelas "
"1307","Netral",0," ashte na innu sersu fifa world cup wimbledon swiss bank main branch  gujarat world tallest bui "
"1308","Netral",0,"eiffel yeah  know  know  new  improved  makes  cough   lungs   slower rate   "
"1309","Netral",0,"newsies chinacovidfoxconnfireprotests world cup ukraine lego eiffel tower"
"1310","Netral",0," eiffel prime"
"1311","Negatif",-1," high street shops  really tacky ott furniture eg  foot tall diamant replica   eiffel tower ar "
"1312","Negatif",-1,"   idiot king   power  reverse  permaban"
"1313","Positif",1,"hey baby eiffel says right  cue  busy tonight hera hums    way  cat might purr  stretching    sun"
"1314","Netral",0," eiffel tower yeh idr ha hamary home k pas"
"1315","Positif",1,"cj stroud  better   inside   today "
"1316","Netral",0,"  didnt go unfortunately  didnt  much time  go  every place  wanted   went  champ "
"1317","Netral",0," eiffel thistle"
"1318","Netral",0,"  also went    busy bits around  eiffel tower"
"1319","Netral",0," ever heard  eiffel tower "
"1320","Netral",0," never heard  bartholdi  eiffel   french guys    nationalisms emblem  made "
"1321","Netral",0,"   ate meet   "
"1322","Netral",0,"bunsoo "
"1323","Positif",2,"  confident women  works hard  makes success look easy  threatening   men  unfortuna "
"1324","Negatif",-4,"france  overrated  soccer im sorry futbol team  overrated    food  language  dumb "
"1325","Netral",0," thoughts      family"
"1326","Netral",0," years since  dads last birthday id just finished  first ever tournament  comms  china   bursting  p"
"1327","Netral",0," grandparents   jamaica theyre      getting  debut  massive     absolute d"
"1328","Positif",2," happy birthday eiffel tower  lagos cheers  every good thing "
"1329","Netral",0," millions births  billions population  normal   "
"1330","Netral",0," iphone   ps wtf ima take  ass   eiffel tower "
"1331","Netral",0,"new artwork  sale  eiffel tower "
"1332","Netral",0,"new artwork  sale  eiffel tower "
"1333","Negatif",-1,"make  short story   contains  following words demons damning  eiffel tower goblin "
"1334","Positif",1," bank  helped finance  eiffel tower one   worlds best known landmarks drained millions  dollars  haiti"
"1335","Netral",0," pls     height   eiffel tower"
"1336","Netral",0,"jakey "
"1337","Positif",1," referring    press sec  like calling  fire hydrant  eiffel tower dur"
"1338","Negatif",-2,"eiffel    special place  hell   dumb enough  die trying  outstubborn lieutenant commander rene minkowski"
"1339","Positif",1,"climb   top  eiffel tower   want  birds eyeview  paris "
"1340","Netral",0,"flying  europe  hrs  nft bags  packed   need  finish packing  actual bags  recommenda "
"1341","Netral",0,"  eiffel tower grows six inches   summer       see "
"1342","Negatif",-1," bitch   metal   face   eiffel tower"
"1343","Positif",1," flow  conversation  hours   bus  think  saw  eiffel tower yeah well  eiffel towe "
"1344","Negatif",-1,"jacobi  court finds  defendant douglas fernand eiffel guilty  one count  kidnapping  three counts "
"1345","Netral",0,"  hitting  eiffel tower   milfs"
"1346","Negatif",-1,"  run miles uphill sleep deep hours max climbed eiffel tower without  puff  fucking   hashimo "
"1347","Negatif",-1,"minkowski youre  idiot eiffel yeah well  lest    around  keep    trouble"
"1348","Positif",1,"getting eiffel towered n    good way xx"
"1349","Positif",1,"ive    top   eiffel tower many  time "
"1350","Netral",0," yea gears     cant draw  sh  think  ur talking       "
"1351","Negatif",-1,"   obsessed   last year sowkabdhs  didnt wanna buy  original bc   atrocious shipping  "
"1352","Netral",0," made  clay model   eiffel tower "
"1353","Positif",1," youre  mere baby youve got years long enough  build  eiffel tower   toothpicks "
"1354","Netral",0,"shut  eiffel"
"1355","Positif",2,"warner bros posted  photo now im  proud   know kerem    best kerem bursin atodotren ht"
"1356","Negatif",-1," reminds    everyone falls   arms kerembrsin atodotren "
"1357","Positif",1," hes   humble person "
"1358","Netral",0,"  know   eiffel tower twinkles "
"1359","Netral",0,"  crying  deserve  world kerembrsin atodotren"
"1360","Positif",1,"  moving faster go go go gooooooo  can hit two thousand tweets    hour ends kerembrsin atodotren"
"1361","Positif",1,"let  tell    love  tik tok era  much kerembrsin atodotren"
"1362","Netral",0,"loml "
"1363","Netral",0," dont give  say im  eiffel ive never wrote speeches  never gonna treat  im never gonna treat    dont"
"1364","Netral",0,"  exactly     kerembrsin atodotren"
"1365","Netral",0,"can  get  news   future projectlemi kerembrsin atodotren"
"1366","Positif",5,"         happy  work     can say  kerem  amazing friends  love   thank"
"1367","Positif",1,"couldnt study today    worth  kerembrsin atodotren"
"1368","Positif",1,"ive    top   eiffel tower many  time "
"1369","Netral",0,"  one   attenders tell us  playing kerem bursin    feedbacks folks kerembrs"
"1370","Netral",0,"    tick   eiffel tower   common theyre  paris sites "
"1371","Netral",0," eiffel tower  budget"
"1372","Netral",0,"th century french short story writerguy de maupassantwas one  many parisian intellectuals whohated  eiffe "
"1373","Netral",0," will  interviews  kerem soon kerembrsin atodotren"
"1374","Netral",0," power  international star always keep shining kerembrsin atodotren "
"1375","Netral",0,"go go go  started  trend use  hashtag   tweet    use   hashtags  remember write something b"
"1376","Positif",1," will  always     celebrate every special event   life kerembrsin atodotren"
"1377","Positif",2,"may  bright colors paint  life    happy forever kerembrsin atodotren"
"1378","Negatif",-1,"time  cry  really deserve     much  kerembrsin atodotren"
"1379","Positif",1," beautiful soul like   hard  come across kerembrsin atodotren"
"1380","Positif",2,"   looks good  every outfits    glowing kerembrsin atodotren"
"1381","Positif",1,"  inspiring  many around  world kerembrsin atodotren"
"1382","Netral",0,"motivation may   starts     habit  keeps  going back   kerembrsin atodotren"
"1383","Positif",1,"  extraordinary person  deserve   much  kerembrsin atodotren"
"1384","Netral",0," made  mistake   touched kerem  kerem    friend husband  brother   owe patience  c"
"1385","Positif",2,"continue      kind humble beautiful   special kerembrsin atodotren"
"1386","Netral",0,"anyways come fight   tweet  use  kerembrsin atodotren"
"1387","Positif",2,"   one else like        proud  call   fan kerembrsin atodotren"
"1388","Netral",0,"  always holding   stars kerembrsin atodotren"
"1389","Netral",0," also want  pic     kids  look  cuteee kerembrsin atodotren"
"1390","Netral",0," coach threw   michigan helmet "
"1391","Negatif",-1,"come  people    target  achieve now    time  get distracted  unimportant things lets finish  "
"1392","Netral",0,"oh  said  got  place  kerembrsin atodotren"
"1393","Netral",0," notable  stan ppl based   physical appearance kerembrsin atodotren"
"1394","Positif",1,"   leave  thirty minutes  let us   best  hit  goal   moved two thousand tweets  ten minutes keep"
"1395","Netral",0,"today   day kerembrsin atodotren"
"1396","Positif",2,"uniquely wonderful  will never   second like  kerembrsin atodotren"
"1397","Netral",0,"life   creating  kerembrsin atodotren"
"1398","Netral",0,"  said   hopefully  projects coming  soon kerembrsin atodotren"
"1399","Netral",0,"  special feeling   feel now kerembrsin atodotren"
"1400","Netral",0,"eiffel tower building history series yazxct "
"1401","Netral",0,"   video   saying   will     months kerembrsin atodotren"
"1402","Negatif",-1,"yall made  noise  touches  actually supporting  event say youre  just  make chaos   day "
"1403","Netral",0,"oooooh kerem  stay   spain   said  new stuff kerembrsin atodotren"
"1404","Positif",6,"may  success lead   greater achievement   years  come    happy  excited   success  prou"
"1405","Positif",2,"please stop fighting    like      like    focused  kerem   tag  sharing  ev"
"1406","Netral",0,"   k tweets  goal  k keep going friends kerembrsin atodotren"
"1407","Negatif",-1,"   think  turned  spotify   actually tired  us stalking  kerembrsin atodotren"
"1408","Netral",0,"praying  lots  content today kerembrsin atodotren"
"1409","Positif",1,"everywhere  go  bring  warmth   kerembrsin atodotren"
"1410","Positif",1,"   beautiful soul  can  seen   eyes kerembrsin atodotren"
"1411","Positif",1,"retweet everything   mean everything   will  done  fast    close     one hundred  twenty"
"1412","Netral",0," deserve   dreams  keep hidden   heart  come true kerembrsin atodotren"
"1413","Positif",6,"    humble   earth cute amp beautiful human   deserves   love success amp support  gets"
"1414","Positif",1,"hi im back   happened anything interesting kerembrsin atodotren"
"1415","Positif",1,"congratulations "
"1416","Positif",2," will never forget  way  looked   right   eyes   little smile  taking  phone    "
"1417","Netral",0," sob sobma child  growing like  eiffel tower "
"1418","Netral",0,"   jooooooking arent  kerembrsin atodotren"
"1419","Positif",1," guys   well ily "
"1420","Netral",0,"hes moving  spain   months omggggg kerembrsin atodotren"
"1421","Positif",1,"  one    popular travel destinations   world much   see  just  "
"1422","Positif",2," know    done  tweeting yet  thank   today   fun  kerembrsin atodotren"
"1423","Netral",0," yes      kerembrsin atodotren"
"1424","Netral",0,"  eiffel tower  nothing  "
"1425","Positif",1," beyond metals  also wonder   new system  use  sovereign assets  instance   "
"1426","Negatif",-1,"jacobi  court finds  defendant douglas fernand eiffel guilty  one count  kidnapping  three counts "
"1427","Positif",1,"   proud   many  projects  come  spain turkey  many  places  deserve  world  accomplis"
"1428","Netral",0," knows  brand   kerembrsin atodotren "
"1429","Positif",1,"  met incredible actresses   first spanish film kerembrsin atodotren "
"1430","Positif",1," like  know     guys kerembrsin atodotren"
"1431","Positif",1," go boy  make us proud  following  makes us scream  joy kerembrsin atodotren"
"1432","Positif",2,"       proud  happy  see  achieve  dreams kerembrsin atodotren"
"1433","Positif",2,"rt   like  smile kerembrsin atodotren"
"1434","Netral",0,"hope  hear  speak spanish  today kerembrsin atodotren"
"1435","Netral",0,"watch  guys kerem  coming  full speed  kerembrsin atodotren"
"1436","Positif",1,"rt   like  voice kerembrsin atodotren"
"1437","Positif",2,"  proud     success   achieving kerembrsin atodotren"
"1438","Positif",1,"tweet  retweet   proud  kerem kerembrsin atodotren"
"1439","Positif",2,"comedy comedy christmas  families  children thank  kerem   gift  love  kerembrsin atodotren"
"1440","Netral",0,"kerem bestie  better show  otherwise knife emoji kerembrsin atodotren"
"1441","Netral",0,"k tweets  still didnt show  kerembrsin atodotren"
"1442","Positif",1,"     one     beautiful heart kerembrsin atodotren"
"1443","Netral",0," spider makes  eiffel tower "
"1444","Positif",1,"nice commute  morning taking  stroll past la tour eiffel last day   council  ministers warming  fo"
"1445","Negatif",-1,"kerem bursin  missing  wont show  ill go cry now kerembrsin atodotren"
"1446","Netral",0,"stop   clothes hes  actor   model kerembrsin atodotren"
"1447","Positif",2," eyes  smiling im listening    beautiful song   world kerembrsin atodotren "
"1448","Positif",3,"hes beautiful smile  looks  happy kerembrsin atodotren"
"1449","Positif",2," congratulations  happy   kerembrsin atodotren"
"1450","Positif",1," woooww  lucky please share   us kerembrsin atodotren"
"1451","Positif",1," congratssss  happy   kerembrsin atodotren"
"1452","Positif",1,"  deserved itt  happy  youuu kerembrsin atodotren"
"1453","Positif",1," wowwwww congratsssssss  happy   kerembrsin atodotren"
"1454","Positif",1," deserves   love  gets  even  kerembrsin atodotren"
"1455","Positif",2,"  even know      beautiful  energizer smile ever question mark kerembrsin atodotren"
"1456","Positif",2,"       talented    amazing human kerembrsin atodotren"
"1457","Positif",1," gyu    good time "
"1458","Positif",1," yes  outfit wont change  love   hhahha kerembrsin atodotren"
"1459","Netral",0,"    anyone else  dont want   move  spain kerembrsin atodotren"
"1460","Netral",0,"  want   get rid   association  h    meens  moves lets   kerembrsin atodotr"
"1461","Positif",1,"kerem  enjoying spain  thursday  guess kerembrsin atodotren"
"1462","Positif",1," yes lets enjoy  day   kerembrsin atodotren"
"1463","Positif",5,"  free  love  free  king  free habebi  free kerembrsin atodotren"
"1464","Netral",0," said hes moving  india   time     bollywood offers wtf  m screaming lets go kerembrsin ato"
"1465","Positif",1," thank   much   help wesalkmd kerembrsin atodotren"
"1466","Netral",0," kerem   spanish youtuber   premiere   film kerembrsin atodotren "
"1467","Positif",1,"  supposed    us  fans    sharing    locals kerembrsin atodotren"
"1468","Netral",0," said     spain  days   loving  haha ask vars  feel  sorry   kerembrsin atodotren h"
"1469","Netral",0,"eiffelwell great captain thats swell     dont want kill anybody minkowski  isnt    want"
"1470","Netral",0," rt dneedham  eiffel tower   river seine "
"1471","Negatif",-1,"just pretend thats  eiffel tower"
"1472","Negatif",-2," say  day   put  half  eiffel tower   even funnier killer joke  evidence "
"1473","Positif",1,"happy birthday loey "
"1474","Netral",0,"   ate meet   "
"1475","Netral",0,"remember   happened  chanyeols birthday years ago sehun birthday punches birthday punches bday punches"
"1476","Positif",1," cherry princes dayy happy birthday chanyeolllieee thankyou    "
"1477","Negatif",-1,"  th scale model   eiffel tower made   feces  worthless  took  five years"
"1478","Positif",1," envy  girl intuitively feel  aroma   breath kerembrsin atodotren "
"1479","Positif",1,"eiffel tower papercraft trophy printable d puzzle papercraft pdf template  make  paris souvenir  ecogami "
"1480","Positif",1,"happy birthday "
"1481","Netral",0," id want something much bigger though like  death star   new eiffel tower set"
"1482","Netral",0,"  estate    shadow  eiffel tower "
"1483","Negatif",-2,"im exhausted boy   exhausted like    many bruises   legs  knees  now  hauling  luggag "
"1484","Negatif",-2,"karl im gonna destroy everything  tommy owns  destroyed  freaking eiffel tower   reason techno di "
"1485","Netral",0," almost eiffel tower haha   monuments "
"1486","Netral",0,"les sorties avec mes potes aprs le bac le cb de guerrilla anything   girl  visiting  eif "
"1487","Netral",0,"attention seeker "
"1488","Netral",0,"  favorite one   paris map   eiffel tower falls "
"1489","Netral",0," necromancer starts  build  replica   eiffel tower   willow pattern plates  runs   willow patte"
"1490","Positif",2,"hera eiffel listen   eiffel soft go away hera hera  important theres something  eiffel ple "
"1491","Netral",0," made  clay model   eiffel tower "
"1492","Netral",0,"autumn eiffel tower made  "
"1493","Positif",1," scenery     choose  one   favorite view  eiffel tower   person  k "
"1494","Netral",0,"eiffel tower made  "
"1495","Positif",1,"led zeppelin pink floyd queen beatles y elvis "
"1496","Netral",0,"    tick   eiffel tower   common"
"1497","Negatif",-1,"   problem  using  doug eiffel procrastination playlist  school work"
"1498","Netral",0,"   getting eiffel towered mean"
"1499","Netral",0,"david guetta needs  answer   crimes      eiffel "
"1500","Netral",0,"david guetta needs  answer   crimes      eiffel "
"1501","Netral",0,"eiffel tower x bench press rpe min amrap vup pushup pullup rounds lat pull  s "
"1502","Negatif",-1," guy im going   tonight   biggest dick ive ever seen   life  im already preparing  "
"1503","Positif",2," oh lynn  beth  lovely blog brought back  hilarious attempts  converse  par "
"1504","Netral",0,"day four   eiffel tower build journal   "
"1505","Positif",1," first   tweeting   eiffel tower enjoy  day  ever   "
"1506","Negatif",-1," fake eiffel tower   roof "
"1507","Netral",0,"  now   eiffel tower soon  will  eiffel   theme song "
"1508","Positif",4," congratulations kim sunoo enhypen  winning best visuals   night   melon music awards "
"1509","Netral",0,"  say sunoo  shining  mean  "
"1510","Netral",0,"   imagine vineyards  bicycles  sunny weather  french flag   emily  paris d "
"1511","Negatif",-1,"damn    odds im   day     half  eiffel tower "
"1512","Netral",0,"can  talk  sejeongs heels   sec like  girl  wearing eiffel tower tall heels    fallen ri"
"1513","Positif",1," nice mate   quite  eiffel tower "
"1514","Netral",0,"grohe launches eiffel tower inspired bathroom collection click  read  "
"1515","Netral",0,"     eiffel "
"1516","Positif",1," amazing  can still tweet  corporate america giving   eiffel tower"
"1517","Netral",0,"   eiffel towerparis behind    explain nelsons clothes   tv spot lisa leans   nelson "
"1518","Positif",1,"   excited  see eiffel tower now  balochistandisgusting really    true reflection  incompete "
"1519","Netral",0,"  invented eiffel towerism"
"1520","Netral",0,"eiffel  taken   long  realize  running  everyone else means  youre alone    "
"1521","Netral",0,"can  talk  sejeongs heels   sec like  girl  wearing eiffel tower tall heels    fallen "
"1522","Netral",0,"   credit   heard  eiffel otherwise"
"1523","Netral",0," watching  sunset   eiffel towerjust outside  window   westin paris vendme oliviel  ig"
"1524","Netral",0,"whyd  go    michigan   couldnt go  three "
"1525","Netral",0," watching  sunset   eiffel towerjust outside  window   westin paris vendme ol "
"1526","Netral",0," get upsc emails eiffel tower painter  marc riboud x "
"1527","Netral",0," rt dneedham  eiffel tower   river seine "
"1528","Netral",0," eiffel tower   river seine "
"1529","Netral",0,"literally   saw  eiffel tower esp   day  thought  middddd"
"1530","Netral",0,"    miniature   eiffel tower   desk "
"1531","Positif",1,"bonjour weekend whirlwind  way  scenic views  november  weekend   escape  ordinary  "
"1532","Positif",1,"today   feeling like bungee jumping    eiffel tower"
"1533","Netral",0,"   french  eiffel  "
"1534","Netral",0,"  saw  lady  instagram    lego content creator buy  k piece lego eiffel tower  now  "
"1535","Positif",1," referring    press sec  like calling  fire hydrant  eiffel tow "
"1536","Netral",0,"   country  flashing lights  sees around     photographers cameras   place whe "
"1537","Netral",0," just realized something  taylor says let   flashing lights   tower  midnight  paris   "
"1538","Negatif",-2,"  baaaaack   short bathroom break let us continue   moving slower  hour use  hashtag  everything "
"1539","Negatif",-1," people got pressed  bad   see kerembrsin atodotren"
"1540","Netral",0," cant believe   real kerembrsin atodotren "
"1541","Netral",0," think  will arrive whem  end credits will  shown kerembrsin atodotren"
"1542","Netral",0," can    kerembrsin atodotren"
"1543","Netral",0," event hasnt started yet   press   kerembrsin atodotren"
"1544","Positif",2,"   beautiful  looks  damn happy  smile omg kerembrsin atodotren"
"1545","Netral",0," met  omg  met  omg omg  took  phone  took two pictures kerembrsin atodotren"
"1546","Positif",5,"thank   coming   country    adore    love     proud   work remember"
"1547","Negatif",-1," eiffel tower  haunted   spirit   college student whose portrait hangs "
"1548","Positif",2,"ig jennierubyjane ig update    romantic dinner admiring  eiffel tower "
"1549","Netral",0," im  curious  one    wearing  eiffel tower shaped item  tossed    air "
"1550","Positif",1," looks  good "
"1551","Netral",0,"   four thousand tweets goooooo  need  hit ten thousand tweets  twenty five minutes   stop team  need "
"1552","Netral",0,"  dont  use  pound sign anymore kerembrsin atodotren"
"1553","Netral",0," welcome nirush  dear missed  much  kerembrsin atodotren"
"1554","Positif",3," will always    support    love  proud   kerembrsin atodotren"
"1555","Netral",0,"minkowski   cant eiffel  everything  happened  dont know   can go home minkowski   "
"1556","Positif",1,"   superstar amp im  proud   kerembrsin atodotren "
"1557","Positif",2,"  really like  see    duo   fullfledged series like aydan  serkan bolat "
"1558","Positif",1," little reminder    wonderful person  kerembrsin atodotren "
"1559","Positif",1," love  jacket  much kerembrsin atodotren"
"1560","Netral",0,"yes kerem thats  paz id  looking  "
"1561","Positif",2,"  happy    merit   kerembrsin atodotren"
"1562","Netral",0," yes  can  yes  will kerembrsin atodotren"
"1563","Netral",0," goal   hour   hit one hundred  ten thousand tweets  can   just keep    pace gooooooo  "
"1564","Positif",1,"   sixteen k away thats gonnna happen fast  believe kerembrsin atodotren"
"1565","Netral",0,"  going  see  movie now kerembrsin atodotren "
"1566","Positif",3," magnificent stucture normandy worth  visit also  d day beaches  great shellf "
"1567","Netral",0,"  spill something   next project someone knows anything let  know kerembrsin atodotren"
"1568","Netral",0,"thinking   promo image   new lego eiffel tower look   chuffed     shadow   enor "
"1569","Negatif",-2,"numerous eccentric grandiose  bizarre surprises  teletubbies  colosseum  eiffel tower greet   w "
"1570","Netral",0,"  never get  see  northern lights    never get  see  eiffel tower  night oh    got   "
"1571","Positif",1," best restaurants near paris tourist attractions according   local "
"1572","Netral",0,"manchester genuinely   people    plastic   faces   lego eiffel tower"
"1573","Positif",1,"prompt  photo  sks man  front  eiffel tower   "
"1574","Netral",0," making  model   eiffel tower   belgian waffles"
"1575","Positif",2,"youd look  nice   top   eiffel tower wind   hair  long   going away    forever"
"1576","Netral",0,"  poland  really  nothing   destroy    good balance    places  h "
"1577","Netral",0,"      video  le louvre museum   eiffel tower "
"1578","Positif",2,"uw took  delightful agreement   eiffel tower   ordered george lucas  dominate eternal happin "
"1579","Netral",0,"  unique  unpredictable always    one like  kerembrsin atodotren"
"1580","Positif",1,"may  continue  light   world   smile kerembrsin atodotren"
"1581","Positif",1," cant stop thirsting   gorgeous face kerembrsin atodotren "
"1582","Netral",0,"  ever seen someone  beautiful    makes  cry "
"1583","Positif",1,"hes sooo handsome "
"1584","Positif",1," love working  kerem friends    cool fuck move dont stop rt kerembrsin atodotren"
"1585","Positif",1," love     hearts    can  explained  tweets   really deserve  whole world kerembrsin"
"1586","Netral",0,"lets trend  everywhere kerembrsin atodotren"
"1587","Netral",0,"woah "
"1588","Positif",2," smile  happiness   everything kerembrsin atodotren "
"1589","Netral",0," lego eiffel tower   huge yes will  fit   room absolutely    gonna try  buy    can absolfuckingutely"
"1590","Netral",0,"traveler chen "
"1591","Positif",2," sofitel paris baltimore tour eiffel  paris  husband won  free trip   golf tournament beau "
"1592","Positif",2,"paradise paris eiffel tower wall art available get    link "
"1593","Netral",0,"eames eiffel style chair glides black replacement feet pack  nntcvz "
"1594","Negatif",-2,"  eiffel tower  death devastatingly effective kills  inducing laughing cramps leading  death"
"1595","Netral",0," rex murphy   clam   exactly  big   mouth"
"1596","Netral",0," name chapter"
"1597","Netral",0,"next stop la tour eiffel france manifesting "
"1598","Positif",1,"la belle poque  vibrant colour  postcards  france   last years   th century  created"
"1599","Positif",1," want im going  eiffel tower     want im going  paris  m free today"
"1600","Positif",4,"   beautiful person   good soul   fight   social good  also respect    humanity   k"
"1601","Netral",0," level  self esteem  higher   eiffel tower"
"1602","Netral",0," color   want   wear today kerembrsin atodotren"
"1603","Negatif",-1," eiffel tower render seems   frozen half way   advice "
"1604","Netral",0,"   french  eiffel   lt "
"1605","Netral",0,"halftime   thanksgiving american football game    singer   eiffel s blue  dementoed "
"1606","Netral",0,"   miniature   eiffel tower   desk "
"1607","Netral",0,"  guy serious thats   eiffel tower thats just  transmission tower theyre used  carry power lin "
"1608","Netral",0," tsuka trading  goes live  less   hour predicts  green candle  size o"
"1609","Netral",0,"  sent  entire team   attend  tournament  wait   return   also lookin "
"1610","Positif",1," dont  people use  stair master   gym mins climbed eiffel tower twice ultralow impact  mas "
"1611","Netral",0,"supereva eiffel thinking   remix  playing now id "
"1612","Netral",0," actually  france since theres  flipped eiffel tower"
"1613","Netral",0,"eiffels tower   whopper "
"1614","Negatif",-1," pray  dick get big   eiffel tower"
"1615","Positif",1," someone loves   can buy   new massive lego eiffel tower set  christmas lol"
"1616","Negatif",-1,"hera oh thats nothing eiffel  doesnt sound nothingy  kinda sounds oh god oh god   going  die y"
"1617","Netral",0,"  eiffel tower "
"1618","Netral",0," actually   also   built  eiffel tower"
"1619","Netral",0," tsuka trading  goes live  less   hour predicts  green candle t "
"1620","Netral",0,"congrats staycccc desrbbb "
"1621","Netral",0," avicci lcd soundsystem krewella coheed  cambria kesha eiffel awolnation black eyed peas "
"1622","Netral",0," made  clay model   eiffel tower "
"1623","Netral",0,"someone compliments seokjin seokjin   know   eiffel tower can become cm taller   summer "
"1624","Netral",0,"underneath  eiffel tower looking   night "
"1625","Netral",0," ive  hyped   eiffel tower  almost  year    wait  finally build ordered mine last night"
"1626","Positif",4," lets see whats   bag   pick givenchy g cube chain grip top gifted   ice boom peach jjanggu hair"
"1627","Netral",0,"yess u know  magazine news will   presence kerembrsin atodotren"
"1628","Positif",1,"im  excited    moots   going  see  today kerembrsin atodotren"
"1629","Positif",1,"   thirty two thousand tweets amazing let us hit thirty five thousand tweets   next ten minutes  can   team"
"1630","Netral",0," fill  hearts  hope kerembrsin atodotren"
"1631","Positif",2,"   excited  happy  everyone   going  meet  kerembrsin atodotren"
"1632","Negatif",-2,"impossible    unwilling kerembrsin atodotren"
"1633","Positif",1,"omg  fans waiting     cinema kerembrsin atodotren"
"1634","Netral",0," visuals omg "
"1635","Netral",0," txt "
"1636","Netral",0,"cant wait  see    first spanish project kerembrsin atodotren"
"1637","Positif",5," proud    deserves   love support  great success kerembrsin atodotren"
"1638","Netral",0,"yeeeeeees  hit thirty six thousand tweets keep going let us hit thirty nine thousand tweets  ten  minutes   stop"
"1639","Netral",0,"show  world  results kerembrsin atodotren"
"1640","Positif",1,"goooooooo    two thousand tweets  can hit  least ten thousand tweets  thirty minutes    go faster team d"
"1641","Positif",1,"sincerely asking    honestly answer pls kerembrsin atodotren"
"1642","Negatif",-1,"im sure  will steal  show today hahah kerembrsin atodotren"
"1643","Positif",4," achievement fills  heart will pride  joy really proud   kerembrsin atodotren"
"1644","Positif",1,"   favorite kerem character reply  kerembrsin atodotren"
"1645","Positif",1,"   thebursins fan  need   patient kerembrsin atodotren"
"1646","Netral",0," dont understand    tagged  "
"1647","Positif",3," thank   much   super excited kerembrsin atodotren"
"1648","Netral",0," dont forget  save everything  us kerembrsin atodotren"
"1649","Netral",0," dont forget  save everything  us kerembrsin atodotren"
"1650","Positif",1," whenever  comes  will   happy  see  kerembrsin atodotren"
"1651","Netral",0,"  will   last  come lol kerembrsin atodotren"
"1652","Positif",1," lady said  many fans  waiting  kerem kerembrsin atodotren"
"1653","Positif",1,"yeeeeeees   trending  number ten worldwide  hit one   goals keep going  fast retweets   stop team  "
"1654","Positif",2,"kerem   attractive  special    spoke spanish    interesting kerembrsin atodotren"
"1655","Netral",0," guyssss guyssss  girls  women  people kerembrsin atodotren"
"1656","Netral",0,"stayc "
"1657","Netral",0,"  going  listen   speaking spanish kerembrsin atodotren"
"1658","Positif",2,"   nine thousand tweets excellent goooooo  can hit twelve thousand tweets  ten minutes   going faster now "
"1659","Positif",1," red carpet going  shine today kerembrsin atodotren"
"1660","Negatif",-1," wont  home  ill try   everything  can   go please dont stop im sad  cant     day keremb"
"1661","Netral",0,"today   day  mr biceps  sunshine kerembrsin atodotren"
"1662","Positif",4,"  efforts   much appreciated  kerem   fortunate   someone like  support  kerembrsin"
"1663","Positif",2,"best  luck  kerem    future projects   one also kerembrsin atodotren"
"1664","Positif",3,"    admirable thank   support kerembrsin atodotren"
"1665","Positif",2," lmao hello  sahar  will always  ready  support  crazy ass  likes early morning events   will suppo"
"1666","Positif",2,"   pretty smile yes kerembrsin atodotren"
"1667","Positif",2,"lets show  much  love  support kerem kerembrsin atodotren"
"1668","Positif",1,"   twenty eight thousand tweets great job let us hit  least forty five thousand tweets   hour goooooo  can d"
"1669","Positif",4," thank    support kerem  lucky    fan like  kerembrsin atodotren"
"1670","Positif",1,"   proud moments  waiting  us kerembrsin atodotren"
"1671","Positif",2,"  love   much  baby  kerem   lucky    kerembrsin atodotren"
"1672","Positif",2," happy  bright   kerembrsin atodotren"
"1673","Positif",3,"    special amazing  unique human    world  supporting     side  loving "
"1674","Negatif",-2," doubt  will stole  entire show today kerembrsin atodotren"
"1675","Positif",2,"kerem    beautiful  precious personality    unique kerembrsin atodotren"
"1676","Positif",1," really deserve   love  universe kerembrsin atodotren"
"1677","Netral",0,"rtttt  reply   hashtag      kerem kerembrsin atodotren"
"1678","Positif",1,"rt    excited  see  kerembrsin atodotren"
"1679","Netral",0," glad  see  achieving   wants just  sky   limit kerembrsin atodotren"
"1680","Positif",1,"  always respectful kerembrsin atodotren"
"1681","Positif",1,"  always successful kerembrsin atodotren"
"1682","Positif",1," wish  always success   projects kerembrsin atodotren"
"1683","Positif",1,"dont forget  love  kerembrsin atodotren"
"1684","Netral",0," always    kerembrsin atodotren"
"1685","Positif",1,"     happiness  career kerembrsin atodotren"
"1686","Positif",2,"    beautiful heart  pure soul kerembrsin atodotren"
